typeCode,freqCode,refYear,refMonth,period,reporterDesc,flowDesc,partnerDesc,cmdCode,netWgt,primaryValue
C,A,2023,52,2023,Rep. of Korea,Export,World,91030,8667.77,172334
C,A,2023,52,2023,Kuwait,Export,World,91030,26630.8,97058.344
C,A,2023,52,2023,Lao People's Dem. Rep.,Export,World,91030,5095002.3,2539960
C,A,2023,52,2023,Lebanon,Export,World,91030,3867.46,6896
C,A,2023,52,2023,Latvia,Export,World,91030,222908,336943.846
C,A,2023,52,2023,Lithuania,Export,World,91030,13564.751,73933
C,A,2023,52,2023,Luxembourg,Export,World,91030,186.86,2845.964
C,A,2023,52,2023,Madagascar,Export,World,91030,419712.7,859735.249
C,A,2023,52,2023,Malaysia,Export,World,91030,817325.94,873409.067
C,A,2023,52,2023,Mauritius,Export,World,91030,118,929.679
C,A,2023,52,2023,Mexico,Export,World,91030,23565,111271
C,A,2023,52,2023,"Other Asia, nes",Export,World,91030,10659,51226.6
C,A,2023,52,2023,Rep. of Moldova,Export,World,91030,567,6756
C,A,2023,52,2023,Morocco,Export,World,91030,949.3,4068.254
C,A,2023,52,2023,Oman,Export,World,91030,20156.21,35940.182
C,A,2023,52,2023,Netherlands,Export,World,91030,3745586,13122955.01
C,A,2023,52,2023,New Zealand,Export,World,91030,,56765.602
C,A,2023,52,2023,Nicaragua,Export,World,91030,90830.61,246901.53
C,A,2023,52,2023,Nigeria,Export,World,91030,98010,147035.5
C,A,2023,52,2023,Norway,Export,World,91030,729,30101.037
C,A,2023,52,2023,Pakistan,Export,World,91030,202507,564836.507
C,A,2023,52,2023,Panama,Export,World,91030,156,234
C,A,2023,52,2023,Peru,Export,World,91030,3105481.45,5291627.86
C,A,2023,52,2023,Philippines,Export,World,91030,9783.709,18181
C,A,2023,52,2023,Poland,Export,World,91030,256103.174,1165778
C,A,2023,52,2023,Portugal,Export,World,91030,12178.049,134489.272
C,A,2023,52,2023,Romania,Export,World,91030,8891.617,79767.21
C,A,2023,52,2023,Saint Vincent and the Grenadines,Export,World,91030,18392.05,30086.377
C,A,2023,52,2023,Saudi Arabia,Export,World,91030,29225.241,54309.065
C,A,2023,52,2023,Senegal,Export,World,91030,10089,25628.82
C,A,2023,52,2023,Serbia,Export,World,91030,7932,64513
C,A,2023,52,2023,India,Export,World,91030,167280620.7,212650090.9
C,A,2023,52,2023,Singapore,Export,World,91030,103650.84,236850.945
C,A,2023,52,2023,Slovakia,Export,World,91030,12420.763,70317.061
C,A,2023,52,2023,Viet Nam,Export,World,91030,2781855.682,5169503.296
C,A,2023,52,2023,Slovenia,Export,World,91030,2768.618,49226.248
C,A,2023,52,2023,South Africa,Export,World,91030,126444.39,378742.034
C,A,2023,52,2023,Spain,Export,World,91030,1264303.453,4455263.006
C,A,2023,52,2023,Sweden,Export,World,91030,82290.051,511019.542
C,A,2023,52,2023,Switzerland,Export,World,91030,19422.584,111012.647
C,A,2023,52,2023,Tajikistan,Export,World,91030,200,400
C,A,2023,52,2023,Thailand,Export,World,91030,442806.942,1443218.09
C,A,2023,52,2023,Togo,Export,World,91030,250,1919.495
C,A,2023,52,2023,Trinidad and Tobago,Export,World,91030,537.327,782.192
C,A,2023,52,2023,United Arab Emirates,Export,World,91030,4456463.72,4551563.865
C,A,2023,52,2023,Tunisia,Export,World,91030,915,9828.831
C,A,2023,52,2023,Türkiye,Export,World,91030,294312,738508
C,A,2023,52,2023,Uganda,Export,World,91030,3199.2,18684.7
C,A,2023,52,2023,Ukraine,Export,World,91030,21218.45,51824.71
C,A,2023,52,2023,North Macedonia,Export,World,91030,1056,6295.72
C,A,2023,52,2023,Egypt,Export,World,91030,30844.434,57318
C,A,2023,52,2023,United Kingdom,Export,World,91030,440512.647,1692415.344
C,A,2023,52,2023,United Rep. of Tanzania,Export,World,91030,851,3967.94
C,A,2023,52,2023,USA,Export,World,91030,876933,5189751
C,A,2023,52,2023,Uruguay,Export,World,91030,95.083,1994
C,A,2023,52,2023,Uzbekistan,Export,World,91030,860,6316
C,A,2023,52,2023,Samoa,Export,World,91030,235,253.838
C,A,2023,52,2023,Zambia,Export,World,91030,1125,2274.309
C,A,2024,52,2024,Azerbaijan,Export,World,91030,0.8,9.4
C,A,2024,52,2024,Australia,Export,World,91030,48928.96,3928752.046
C,A,2024,52,2024,Austria,Export,World,91030,394814.399,3211716.15
C,A,2024,52,2024,Armenia,Export,World,91030,105.2,618.7
C,A,2024,52,2024,Belgium,Export,World,91030,270439.89,1359031.797
C,A,2024,52,2024,Bosnia Herzegovina,Export,World,91030,1233.1,7972.223
C,A,2024,52,2024,Brazil,Export,World,91030,28888.448,120552
C,A,2024,52,2024,Belize,Export,World,91030,19870.13,67477.645
C,A,2024,52,2024,Bulgaria,Export,World,91030,20993.333,103079.822
C,A,2024,52,2024,Myanmar,Export,World,91030,28767955,14198389.84
C,A,2024,52,2024,Cambodia,Export,World,91030,1279984.95,3142528.32
C,A,2024,52,2024,Canada,Export,World,91030,102638,359205.354
C,A,2024,52,2024,Sri Lanka,Export,World,91030,50966.537,568200.612
C,A,2024,52,2024,Chile,Export,World,91030,14000,37002.84
C,A,2024,52,2024,China,Export,World,91030,2853488.856,6664202
C,A,2024,52,2024,Colombia,Export,World,91030,6186.08,46030.48
C,A,2024,52,2024,Costa Rica,Export,World,91030,65256.07,122126.43
C,A,2024,52,2024,Croatia,Export,World,91030,10590.206,137362
C,A,2024,52,2024,Czechia,Export,World,91030,47105.345,378929
C,A,2024,52,2024,Benin,Export,World,91030,136.5,171.375
C,A,2024,52,2024,Denmark,Export,World,91030,51142,330035.407
C,A,2024,52,2024,Dominican Rep.,Export,World,91030,41230.89,146076.153
C,A,2024,52,2024,Ecuador,Export,World,91030,40564.7,56682.25
C,A,2024,52,2024,El Salvador,Export,World,91030,17975.76,77959
C,A,2024,52,2024,Estonia,Export,World,91030,8396.76,130446.06
C,A,2024,52,2024,Fiji,Export,World,91030,3671931.77,11212036.69
C,A,2024,52,2024,Finland,Export,World,91030,4053.121,21966.604
C,A,2024,52,2024,France,Export,World,91030,655465.432,4646521.852
C,A,2024,52,2024,Georgia,Export,World,91030,719.35,3320.905
C,A,2024,52,2024,Germany,Export,World,91030,1830918.955,9274675.609
C,A,2024,52,2024,Greece,Export,World,91030,34959,83171.197
C,A,2024,52,2024,Guatemala,Export,World,91030,121989,432670
C,A,2024,52,2024,Guyana,Export,World,91030,1078.48,4821.21
C,A,2024,52,2024,Honduras,Export,World,91030,472.06,4682.52
C,A,2024,52,2024,"China, Hong Kong SAR",Export,World,91030,15094,1247517.522
C,A,2024,52,2024,Hungary,Export,World,91030,301279.225,179892
C,A,2024,52,2024,Indonesia,Export,World,91030,5816087.65,6631379
C,A,2024,52,2024,Ireland,Export,World,91030,16859.345,264192.835
C,A,2024,52,2024,Israel,Export,World,91030,34467.959,82000
C,A,2024,52,2024,Italy,Export,World,91030,184040,784952.982
C,A,2024,52,2024,Côte d'Ivoire,Export,World,91030,197,1155.241
C,A,2024,52,2024,Japan,Export,World,91030,34475,2594692.341
C,A,2024,52,2024,Kazakhstan,Export,World,91030,287.44,814.29
C,A,2024,52,2024,Rep. of Korea,Export,World,91030,8471,128367
C,A,2024,52,2024,Lebanon,Export,World,91030,24175.49,57514
C,A,2024,52,2024,Lesotho,Export,World,91030,8000,609.357
C,A,2024,52,2024,Latvia,Export,World,91030,273576,454478.058
C,A,2024,52,2024,Lithuania,Export,World,91030,15943.29,71776
C,A,2024,52,2024,Luxembourg,Export,World,91030,207.09,3229.25
C,A,2024,52,2024,Malaysia,Export,World,91030,764889.351,1001311.062
C,A,2024,52,2024,Mauritius,Export,World,91030,1660,8196.172
C,A,2024,52,2024,Mexico,Export,World,91030,4360,20127
C,A,2024,52,2024,"Other Asia, nes",Export,World,91030,1478,22273.74
C,A,2024,52,2024,Rep. of Moldova,Export,World,91030,783.366,8026
C,A,2024,52,2024,Mozambique,Export,World,91030,722,639.6
C,A,2024,52,2024,Namibia,Export,World,91030,50,118.83
C,A,2024,52,2024,Netherlands,Export,World,91030,3886201,14637910.94
C,A,2024,52,2024,New Zealand,Export,World,91030,,72566.358
C,A,2024,52,2024,Nicaragua,Export,World,91030,38835.8,205557.8
C,A,2024,52,2024,Nigeria,Export,World,91030,27039486,1027795.655
C,A,2024,52,2024,Norway,Export,World,91030,937,15920.961
C,A,2024,52,2024,Pakistan,Export,World,91030,135798,449834.929
C,A,2024,52,2024,Panama,Export,World,91030,88,982
C,A,2024,52,2024,Peru,Export,World,91030,3949912.663,7467779.454
C,A,2024,52,2024,Philippines,Export,World,91030,1435.26,2784
C,A,2024,52,2024,Poland,Export,World,91030,284411.001,1279524
C,A,2024,52,2024,Portugal,Export,World,91030,15248.657,139837.871
C,A,2024,52,2024,Romania,Export,World,91030,9926.745,85850.02
C,A,2024,52,2024,Saudi Arabia,Export,World,91030,73169,235504.794
C,A,2024,52,2024,Serbia,Export,World,91030,19083.296,88333
C,A,2024,52,2024,India,Export,World,91030,177737739.2,327989519
C,A,2024,52,2024,Singapore,Export,World,91030,169977.96,447510.914
C,A,2024,52,2024,Slovakia,Export,World,91030,20568,121125.95
C,A,2024,52,2024,Slovenia,Export,World,91030,8176.272,79949.997
C,A,2024,52,2024,South Africa,Export,World,91030,178592.73,380589.363
C,A,2024,52,2024,Spain,Export,World,91030,1397811.929,4623308.487
C,A,2024,52,2024,Sweden,Export,World,91030,104852.646,582249.345
C,A,2024,52,2024,Switzerland,Export,World,91030,16750.305,117444.575
C,A,2024,52,2024,Thailand,Export,World,91030,836153.157,2390328.74
C,A,2024,52,2024,Trinidad and Tobago,Export,World,91030,385,1962.779
C,A,2024,52,2024,Türkiye,Export,World,91030,444992,1224738
C,A,2024,52,2024,Uganda,Export,World,91030,12146.9,12810.38
C,A,2024,52,2024,Ukraine,Export,World,91030,31460.82,65965.13
C,A,2024,52,2024,North Macedonia,Export,World,91030,468,2178.84
C,A,2024,52,2024,Egypt,Export,World,91030,2111.639,4500
C,A,2024,52,2024,United Kingdom,Export,World,91030,429324.26,1728620.607
C,A,2024,52,2024,United Rep. of Tanzania,Export,World,91030,44135.5,77335.166
C,A,2024,52,2024,USA,Export,World,91030,692782,4907861
C,A,2024,52,2024,Burkina Faso,Export,World,91030,136,361.618
C,A,2024,52,2024,Uzbekistan,Export,World,91030,1175.791,8865
C,A,2024,52,2024,Samoa,Export,World,91030,25,45.784
C,A,2024,52,2024,Zambia,Export,World,91030,35,155.214
