typeCode,freqCode,refYear,refMonth,period,reporterDesc,flowDesc,partnerDesc,cmdCode,qtyUnitAbbr,qty,netWgt,primaryValue
C,M,2021,1,202101,India,Export,Fiji,121190,kg,625,625,2023.514
C,M,2021,1,202101,India,Export,France,121190,kg,130374,130374,716161.993
C,M,2021,1,202101,India,Export,Georgia,121190,kg,22010,22010,9159.267
C,M,2021,1,202101,India,Export,Germany,121190,kg,764403,764403,3956485.806
C,M,2021,1,202101,India,Export,Ghana,121190,kg,20,20,187.108
C,M,2021,1,202101,India,Export,Greece,121190,kg,10,10,220.251
C,M,2021,1,202101,India,Export,Guatemala,121190,kg,200,200,353.124
C,M,2021,1,202101,India,Export,Guyana,121190,kg,3,3,3.98
C,M,2021,1,202101,India,Export,"China, Hong Kong SAR",121190,kg,1821,1821,18537.336
C,M,2021,1,202101,India,Export,Hungary,121190,kg,50,50,3846.255
C,M,2021,1,202101,India,Export,Indonesia,121190,kg,133375,133375,232369.696
C,M,2021,1,202101,India,Export,Iran,121190,kg,44000,44000,20056.879
C,M,2021,1,202101,India,Export,Iraq,121190,kg,28073,28073,49312.01
C,M,2021,1,202101,India,Export,Ireland,121190,kg,2029,2029,21948.56
C,M,2021,1,202101,India,Export,Israel,121190,kg,3675,3675,24805.394
C,M,2021,1,202101,India,Export,Italy,121190,kg,217187,217187,1358705.449
C,M,2021,1,202101,India,Export,Jamaica,121190,kg,1560,1560,2322.006
C,M,2021,1,202101,India,Export,Japan,121190,kg,133631,133631,740014.243
C,M,2021,1,202101,India,Export,Kazakhstan,121190,kg,513,513,2832.254
C,M,2021,1,202101,India,Export,Jordan,121190,kg,3000,3000,1768.807
C,M,2021,1,202101,India,Export,Kenya,121190,kg,11037,11037,31015.306
C,M,2021,1,202101,India,Export,Rep. of Korea,121190,kg,118200,118200,681553.566
C,M,2021,1,202101,India,Export,Kuwait,121190,kg,12187,12187,117452.666
C,M,2021,1,202101,India,Export,Lebanon,121190,kg,2242,2242,3408.242
C,M,2021,1,202101,India,Export,Latvia,121190,kg,37049,37049,46961.211
C,M,2021,1,202101,India,Export,Malaysia,121190,kg,76783,76783,199052.792
C,M,2021,1,202101,India,Export,Maldives,121190,kg,95,95,251.274
C,M,2021,1,202101,India,Export,Mauritius,121190,kg,2130,2130,22856.21
C,M,2021,1,202101,India,Export,Mexico,121190,kg,155750,155750,293065.848
C,M,2021,1,202101,India,Export,"Other Asia, nes",121190,kg,299450,299450,573748.873
C,M,2021,1,202101,India,Export,Morocco,121190,kg,55000,55000,113492.989
C,M,2021,1,202101,India,Export,Mozambique,121190,kg,67.04,67.04,255.254
C,M,2021,1,202101,India,Export,Oman,121190,kg,2868,2868,10141.068
C,M,2021,1,202101,India,Export,Nepal,121190,kg,98604,98604,131662.497
C,M,2021,1,202101,India,Export,Netherlands,121190,kg,32354,32354,186764.242
C,M,2021,1,202101,India,Export,New Zealand,121190,kg,21735,21735,57225.331
C,M,2021,1,202101,India,Export,Nigeria,121190,kg,126,126,2245.899
C,M,2021,1,202101,India,Export,Paraguay,121190,kg,25000,25000,18592.351
C,M,2021,1,202101,India,Export,Peru,121190,kg,2860,2860,16687.621
C,M,2021,1,202101,India,Export,Philippines,121190,kg,34039,34039,142239.266
C,M,2021,1,202101,India,Export,Poland,121190,kg,131872,131872,161851.102
C,M,2021,1,202101,India,Export,Portugal,121190,kg,11710,11710,25965.385
C,M,2021,1,202101,India,Export,Qatar,121190,kg,6518,6518,46111.298
C,M,2021,1,202101,India,Export,Romania,121190,kg,1135,1135,9621.354
C,M,2021,1,202101,India,Export,Russian Federation,121190,kg,45768,45768,159423.635
C,M,2021,1,202101,India,Export,Saudi Arabia,121190,kg,251178,251178,265401.033
C,M,2021,1,202101,India,Export,Seychelles,121190,kg,43,43,344.753
C,M,2021,1,202101,India,Export,Singapore,121190,kg,28571,28571,27223.97
C,M,2021,1,202101,India,Export,Slovakia,121190,kg,350,350,17813.539
C,M,2021,1,202101,India,Export,Viet Nam,121190,kg,54000,54000,121255.642
C,M,2021,1,202101,India,Export,Slovenia,121190,kg,28850,28850,65553.124
C,M,2021,1,202101,India,Export,South Africa,121190,kg,10696,10696,45754.932
C,M,2021,1,202101,India,Export,Spain,121190,kg,50965,50965,212766.901
C,M,2021,1,202101,India,Export,Sweden,121190,kg,54351,54351,242276.534
C,M,2021,1,202101,India,Export,Switzerland,121190,kg,27634,27634,51869.491
C,M,2021,1,202101,India,Export,Thailand,121190,kg,177930,177930,504613.585
C,M,2021,1,202101,India,Export,Togo,121190,kg,1,1,865
C,M,2021,1,202101,India,Export,Trinidad and Tobago,121190,kg,55,55,203.002
C,M,2021,1,202101,India,Export,United Arab Emirates,121190,kg,319026,319026,727670.076
C,M,2021,1,202101,India,Export,Tunisia,121190,kg,2000,2000,18315.908
C,M,2021,1,202101,India,Export,Uganda,121190,kg,5000,5000,8458.436
C,M,2021,1,202101,India,Export,Ukraine,121190,kg,250,250,1423.603
C,M,2021,1,202101,India,Export,Egypt,121190,kg,205200,205200,267427.187
C,M,2021,1,202101,India,Export,United Kingdom,121190,kg,105467,105467,550948.034
C,M,2021,1,202101,India,Export,United Rep. of Tanzania,121190,kg,1028,1028,1793.305
C,M,2021,1,202101,India,Export,USA,121190,kg,2386792.8,2386792.8,12506856.45
C,M,2021,1,202101,India,Export,Uruguay,121190,kg,3500,3500,20723.172
C,M,2021,1,202101,India,Export,Uzbekistan,121190,kg,100,100,2283.98
C,M,2021,1,202101,India,Export,Yemen,121190,kg,5000,5000,5246.289
C,M,2021,2,202102,India,Export,World,121190,kg,10935051.95,10935051.95,33662500.27
C,M,2021,2,202102,India,Export,Afghanistan,121190,kg,101482,101482,660850.863
C,M,2021,2,202102,India,Export,Algeria,121190,kg,30000,30000,70449.559
C,M,2021,2,202102,India,Export,Argentina,121190,kg,27000,27000,57287.203
C,M,2021,2,202102,India,Export,Australia,121190,kg,60646,60646,357585.339
C,M,2021,2,202102,India,Export,Austria,121190,kg,40000,40000,237324.696
C,M,2021,2,202102,India,Export,Bahrain,121190,kg,3793,3793,11691.402
C,M,2021,2,202102,India,Export,Bangladesh,121190,kg,1732144,1732144,2177372.295
C,M,2021,2,202102,India,Export,Belgium,121190,kg,152811,152811,701881.036
C,M,2021,2,202102,India,Export,Bhutan,121190,kg,25,25,96.776
C,M,2021,2,202102,India,Export,Brazil,121190,kg,35000,35000,89134.711
C,M,2021,2,202102,India,Export,Bulgaria,121190,kg,285,285,4057.53
C,M,2021,2,202102,India,Export,Myanmar,121190,kg,61000,61000,129717.709
C,M,2021,2,202102,India,Export,Canada,121190,kg,132237,132237,663382.413
C,M,2021,2,202102,India,Export,Sri Lanka,121190,kg,189751,189751,304119.772
C,M,2021,2,202102,India,Export,Chile,121190,kg,7200,7200,42282.934
C,M,2021,2,202102,India,Export,China,121190,kg,1799810,1799810,1879906.73
C,M,2021,2,202102,India,Export,Colombia,121190,kg,21000,21000,97406.301
C,M,2021,2,202102,India,Export,Dem. Rep. of the Congo,121190,kg,30,30,92.75
C,M,2021,2,202102,India,Export,Croatia,121190,kg,185,185,4856.423
C,M,2021,2,202102,India,Export,Czechia,121190,kg,2250,2250,25004.146
C,M,2021,2,202102,India,Export,Denmark,121190,kg,100000,100000,680463.773
C,M,2021,2,202102,India,Export,Ecuador,121190,kg,6200,6200,33235.14
C,M,2021,2,202102,India,Export,Fiji,121190,kg,100,100,274.827
C,M,2021,2,202102,India,Export,Finland,121190,kg,16000,16000,87412.594
C,M,2021,2,202102,India,Export,France,121190,kg,86260,86260,426431.217
C,M,2021,2,202102,India,Export,Germany,121190,kg,677415,677415,3667511.281
C,M,2021,2,202102,India,Export,Greece,121190,kg,10620,10620,26610.054
C,M,2021,2,202102,India,Export,Guatemala,121190,kg,53000,53000,129734.791
C,M,2021,2,202102,India,Export,"China, Hong Kong SAR",121190,kg,4884,4884,15021.694
C,M,2021,2,202102,India,Export,Hungary,121190,kg,4022,4022,22910.247
C,M,2021,2,202102,India,Export,Indonesia,121190,kg,205870,205870,450396.892
C,M,2021,2,202102,India,Export,Iran,121190,kg,38042,38042,72857.315
C,M,2021,2,202102,India,Export,Iraq,121190,kg,13750,13750,19210.344
C,M,2021,2,202102,India,Export,Ireland,121190,kg,16000,16000,109272.497
C,M,2021,2,202102,India,Export,Israel,121190,kg,26700,26700,92514.078
C,M,2021,2,202102,India,Export,Italy,121190,kg,176568,176568,847898.391
C,M,2021,2,202102,India,Export,Côte d'Ivoire,121190,kg,15,15,255.491
C,M,2021,2,202102,India,Export,Japan,121190,kg,174547.643,174547.643,876932.636
C,M,2021,2,202102,India,Export,Kazakhstan,121190,kg,110,110,847.061
C,M,2021,2,202102,India,Export,Jordan,121190,kg,18500,18500,59371.784
C,M,2021,2,202102,India,Export,Kenya,121190,kg,2927,2927,16422.822
C,M,2021,2,202102,India,Export,Rep. of Korea,121190,kg,39605,39605,213947.993
C,M,2021,2,202102,India,Export,Kuwait,121190,kg,8439,8439,57367.543
C,M,2021,2,202102,India,Export,Lebanon,121190,kg,7300,7300,16488.883
C,M,2021,2,202102,India,Export,Latvia,121190,kg,9163,9163,19272.255
C,M,2021,2,202102,India,Export,Libya,121190,kg,10500,10500,26490.423
C,M,2021,2,202102,India,Export,Lithuania,121190,kg,40411,40411,223546.225
C,M,2021,2,202102,India,Export,Madagascar,121190,kg,32,32,197.758
C,M,2021,2,202102,India,Export,Malawi,121190,kg,239,239,1296.229
C,M,2021,2,202102,India,Export,Malaysia,121190,kg,101110,101110,306382.803
C,M,2021,2,202102,India,Export,Maldives,121190,kg,1211,1211,8090.901
C,M,2021,2,202102,India,Export,Malta,121190,kg,80,80,482.054
C,M,2021,2,202102,India,Export,Mauritius,121190,kg,400,400,2503.378
C,M,2021,2,202102,India,Export,Mexico,121190,kg,265000,265000,762077.013
C,M,2021,2,202102,India,Export,"Other Asia, nes",121190,kg,260340,260340,274857.631
C,M,2021,2,202102,India,Export,Mongolia,121190,kg,20,20,128.632
C,M,2021,2,202102,India,Export,Rep. of Moldova,121190,kg,400,400,5663.713
C,M,2021,2,202102,India,Export,Morocco,121190,kg,53000,53000,36574.324
C,M,2021,2,202102,India,Export,Mozambique,121190,kg,40,40,204.808
C,M,2021,2,202102,India,Export,Oman,121190,kg,2170,2170,12245.166
C,M,2021,2,202102,India,Export,Namibia,121190,kg,26,26,299.812
C,M,2021,2,202102,India,Export,Nepal,121190,kg,39295,39295,72748.376
C,M,2021,2,202102,India,Export,Netherlands,121190,kg,46675,46675,81462.716
C,M,2021,2,202102,India,Export,New Zealand,121190,kg,14279,14279,86267.192
C,M,2021,2,202102,India,Export,Nigeria,121190,kg,872,872,9640.408
C,M,2021,2,202102,India,Export,Peru,121190,kg,2460,2460,16757.347
C,M,2021,2,202102,India,Export,Philippines,121190,kg,53640,53640,194141.022
C,M,2021,2,202102,India,Export,Poland,121190,kg,85307,85307,231861.201
C,M,2021,2,202102,India,Export,Qatar,121190,kg,8454,8454,30707.562
C,M,2021,2,202102,India,Export,Romania,121190,kg,24900,24900,169132.767
C,M,2021,2,202102,India,Export,Russian Federation,121190,kg,42673,42673,219890.835
C,M,2021,2,202102,India,Export,Saudi Arabia,121190,kg,82795,82795,93941.179
C,M,2021,2,202102,India,Export,Serbia,121190,kg,11260,11260,12119.351
C,M,2021,2,202102,India,Export,Seychelles,121190,kg,3.634,3.634,12.19
C,M,2021,2,202102,India,Export,Singapore,121190,kg,14917.674,14917.674,107080.682
C,M,2021,2,202102,India,Export,Slovakia,121190,kg,530,530,21525.144
C,M,2021,2,202102,India,Export,Viet Nam,121190,kg,81000,81000,182945.856
C,M,2021,2,202102,India,Export,Slovenia,121190,kg,24270,24270,106166.624
C,M,2021,2,202102,India,Export,Somalia,121190,kg,300,300,1748.86
C,M,2021,2,202102,India,Export,South Africa,121190,kg,37847,37847,142171.82
C,M,2021,2,202102,India,Export,Spain,121190,kg,22605,22605,98894.228
C,M,2021,2,202102,India,Export,Sudan,121190,kg,15000,15000,40667.516
C,M,2021,2,202102,India,Export,Sweden,121190,kg,12000,12000,23582.267
C,M,2021,2,202102,India,Export,Switzerland,121190,kg,2015,2015,12315.639
C,M,2021,2,202102,India,Export,Thailand,121190,kg,306510,306510,849016.692
C,M,2021,2,202102,India,Export,United Arab Emirates,121190,kg,377742,377742,818766.283
C,M,2021,2,202102,India,Export,Tunisia,121190,kg,3000,3000,11463.726
C,M,2021,2,202102,India,Export,Türkiye,121190,kg,41500,41500,40307.676
C,M,2021,2,202102,India,Export,Turkmenistan,121190,kg,2000,2000,6875.149
C,M,2021,2,202102,India,Export,Uganda,121190,kg,2024,2024,14372.858
C,M,2021,2,202102,India,Export,Ukraine,121190,kg,42,42,283.389
C,M,2021,2,202102,India,Export,Egypt,121190,kg,78500,78500,69706.915
C,M,2021,2,202102,India,Export,United Kingdom,121190,kg,184362,184362,958051.468
C,M,2021,2,202102,India,Export,United Rep. of Tanzania,121190,kg,7115,7115,12456.584
C,M,2021,2,202102,India,Export,USA,121190,kg,2479418,2479418,11805360.29
C,M,2021,2,202102,India,Export,Venezuela,121190,kg,1800,1800,1595.573
C,M,2021,2,202102,India,Export,Zambia,121190,kg,275,275,259.82
C,M,2021,3,202103,India,Export,World,121190,kg,13015058.73,13015058.73,37828040.06
C,M,2021,3,202103,India,Export,Afghanistan,121190,kg,110331,110331,566893.124
C,M,2021,3,202103,India,Export,Algeria,121190,kg,6000,6000,10673.471
C,M,2021,3,202103,India,Export,Argentina,121190,kg,1000,1000,7858.468
C,M,2021,3,202103,India,Export,Australia,121190,kg,92744,92744,558666.968
C,M,2021,3,202103,India,Export,Austria,121190,kg,22000,22000,112564.808
C,M,2021,3,202103,India,Export,Bahrain,121190,kg,10584,10584,19551.34
C,M,2021,3,202103,India,Export,Bangladesh,121190,kg,2889560,2889560,2686004.094
C,M,2021,3,202103,India,Export,Belgium,121190,kg,22392,22392,100300.397
C,M,2021,3,202103,India,Export,Bhutan,121190,kg,33,33,404.49
C,M,2021,3,202103,India,Export,Brazil,121190,kg,44360,44360,224545.245
C,M,2021,3,202103,India,Export,Brunei Darussalam,121190,kg,80,80,267.623
C,M,2021,3,202103,India,Export,Bulgaria,121190,kg,1575,1575,3687.232
C,M,2021,3,202103,India,Export,Canada,121190,kg,127363,127363,712851.586
C,M,2021,3,202103,India,Export,Sri Lanka,121190,kg,145135,145135,308847.112
C,M,2021,3,202103,India,Export,Chile,121190,kg,10500,10500,53045.896
C,M,2021,3,202103,India,Export,China,121190,kg,2197942,2197942,2854927.227
C,M,2021,3,202103,India,Export,Colombia,121190,kg,34380,34380,74941.959
C,M,2021,3,202103,India,Export,Dem. Rep. of the Congo,121190,kg,10,10,49.002
C,M,2021,3,202103,India,Export,Costa Rica,121190,kg,21500,21500,85225.241
C,M,2021,3,202103,India,Export,Czechia,121190,kg,1560,1560,15601.458
C,M,2021,3,202103,India,Export,Denmark,121190,kg,94000,94000,545966.401
C,M,2021,3,202103,India,Export,Dominican Rep.,121190,kg,7000,7000,4966.438
C,M,2021,3,202103,India,Export,El Salvador,121190,kg,8000,8000,29937.846
C,M,2021,3,202103,India,Export,Ethiopia,121190,kg,38000,38000,26310.29
C,M,2021,3,202103,India,Export,Estonia,121190,kg,16000,16000,98964.427
C,M,2021,3,202103,India,Export,Fiji,121190,kg,180,180,1087.896
C,M,2021,3,202103,India,Export,Finland,121190,kg,17000,17000,105181.359
C,M,2021,3,202103,India,Export,France,121190,kg,129817,129817,850015.114
C,M,2021,3,202103,India,Export,Germany,121190,kg,889442,889442,4523369.158
C,M,2021,3,202103,India,Export,Ghana,121190,kg,1659,1659,28454.224
C,M,2021,3,202103,India,Export,Greece,121190,kg,100,100,150.592
C,M,2021,3,202103,India,Export,Guatemala,121190,kg,11000,11000,66912.375
C,M,2021,3,202103,India,Export,"China, Hong Kong SAR",121190,kg,11827,11827,31076.763
C,M,2021,3,202103,India,Export,Hungary,121190,kg,5050,5050,28458.661
C,M,2021,3,202103,India,Export,Indonesia,121190,kg,117280,117280,126186.881
C,M,2021,3,202103,India,Export,Iran,121190,kg,53089,53089,96048.603
C,M,2021,3,202103,India,Export,Iraq,121190,kg,2.869,2.869,8.339
C,M,2021,3,202103,India,Export,Ireland,121190,kg,42120,42120,151652.307
C,M,2021,3,202103,India,Export,Israel,121190,kg,175,175,4577.416
C,M,2021,3,202103,India,Export,Italy,121190,kg,259922,259922,1544894.101
C,M,2021,3,202103,India,Export,Japan,121190,kg,150710,150710,878627.664
C,M,2021,3,202103,India,Export,Jordan,121190,kg,9000,9000,15456.1
C,M,2021,3,202103,India,Export,Kenya,121190,kg,802,802,5043.41
C,M,2021,3,202103,India,Export,Rep. of Korea,121190,kg,129530,129530,612504.44
C,M,2021,3,202103,India,Export,Kuwait,121190,kg,18138,18138,111259.748
C,M,2021,3,202103,India,Export,Lebanon,121190,kg,15175,15175,26338.837
C,M,2021,3,202103,India,Export,Libya,121190,kg,52500,52500,55747.248
C,M,2021,3,202103,India,Export,Lithuania,121190,kg,29,29,456.254
C,M,2021,3,202103,India,Export,Madagascar,121190,kg,60,60,268.488
C,M,2021,3,202103,India,Export,Malaysia,121190,kg,123792,123792,438273.489
C,M,2021,3,202103,India,Export,Maldives,121190,kg,1553,1553,7983.453
C,M,2021,3,202103,India,Export,Mauritius,121190,kg,2223,2223,8758.378
C,M,2021,3,202103,India,Export,Mexico,121190,kg,98455,98455,409114.003
C,M,2021,3,202103,India,Export,"Other Asia, nes",121190,kg,340700,340700,432495.748
C,M,2021,3,202103,India,Export,Rep. of Moldova,121190,kg,350,350,2556.008
C,M,2021,3,202103,India,Export,Morocco,121190,kg,14455,14455,24458.156
C,M,2021,3,202103,India,Export,Mozambique,121190,kg,10,10,8.6
C,M,2021,3,202103,India,Export,Oman,121190,kg,1417,1417,9389.732
C,M,2021,3,202103,India,Export,Nepal,121190,kg,44104,44104,89822.906
C,M,2021,3,202103,India,Export,Netherlands,121190,kg,34636,34636,88217.404
C,M,2021,3,202103,India,Export,New Zealand,121190,kg,2086,2086,11446.515
C,M,2021,3,202103,India,Export,Nigeria,121190,kg,455.864,455.864,4495.87
C,M,2021,3,202103,India,Export,Pakistan,121190,kg,32500,32500,224557.87
C,M,2021,3,202103,India,Export,Panama,121190,kg,625,625,6118.269
C,M,2021,3,202103,India,Export,Peru,121190,kg,1300,1300,20184.273
C,M,2021,3,202103,India,Export,Philippines,121190,kg,21205,21205,102468.674
C,M,2021,3,202103,India,Export,Poland,121190,kg,24884,24884,110848.018
C,M,2021,3,202103,India,Export,Portugal,121190,kg,18,18,593.465
C,M,2021,3,202103,India,Export,Qatar,121190,kg,11592,11592,51750.315
C,M,2021,3,202103,India,Export,Romania,121190,kg,324,324,3941.9
C,M,2021,3,202103,India,Export,Russian Federation,121190,kg,50485,50485,153286.219
C,M,2021,3,202103,India,Export,Rwanda,121190,kg,5,5,22.818
C,M,2021,3,202103,India,Export,Saudi Arabia,121190,kg,102116,102116,213372.714
C,M,2021,3,202103,India,Export,Singapore,121190,kg,21058,21058,391737.013
C,M,2021,3,202103,India,Export,Slovakia,121190,kg,1846,1846,27599.593
C,M,2021,3,202103,India,Export,Viet Nam,121190,kg,422000,422000,956510.614
C,M,2021,3,202103,India,Export,Slovenia,121190,kg,26640,26640,158205.166
C,M,2021,3,202103,India,Export,South Africa,121190,kg,18535,18535,90211.379
C,M,2021,3,202103,India,Export,Spain,121190,kg,62550,62550,53650.723
C,M,2021,3,202103,India,Export,Sudan,121190,kg,140,140,989.109
C,M,2021,3,202103,India,Export,Sweden,121190,kg,23000,23000,48452.174
C,M,2021,3,202103,India,Export,Switzerland,121190,kg,1620,1620,22296.748
C,M,2021,3,202103,India,Export,Thailand,121190,kg,329250,329250,749459.156
C,M,2021,3,202103,India,Export,United Arab Emirates,121190,kg,645036,645036,1420628.028
C,M,2021,3,202103,India,Export,Türkiye,121190,kg,93401,93401,74715.11
C,M,2021,3,202103,India,Export,Ukraine,121190,kg,1010,1010,1772.867
C,M,2021,3,202103,India,Export,Egypt,121190,kg,40200,40200,118308.342
C,M,2021,3,202103,India,Export,United Kingdom,121190,kg,143731,143731,840252.254
C,M,2021,3,202103,India,Export,United Rep. of Tanzania,121190,kg,213,213,1322.479
C,M,2021,3,202103,India,Export,USA,121190,kg,2457722,2457722,12088921.56
C,M,2021,3,202103,India,Export,Uzbekistan,121190,kg,1000,1000,1003.918
C,M,2021,3,202103,India,Export,Yemen,121190,kg,10,10,59.388
C,M,2021,3,202103,India,Export,Zambia,121190,kg,149,149,951.523
C,M,2021,4,202104,India,Export,World,121190,kg,11502560.99,11502560.99,31267687.92
C,M,2021,4,202104,India,Export,Afghanistan,121190,kg,38050,38050,224989.731
C,M,2021,4,202104,India,Export,Algeria,121190,kg,41000,41000,47723.963
C,M,2021,4,202104,India,Export,Argentina,121190,kg,17000,17000,28236.06
C,M,2021,4,202104,India,Export,Australia,121190,kg,162775,162775,792993.875
C,M,2021,4,202104,India,Export,Austria,121190,kg,19,19,82.232
C,M,2021,4,202104,India,Export,Bahrain,121190,kg,4478,4478,19462.484
C,M,2021,4,202104,India,Export,Bangladesh,121190,kg,3023078,3023078,2960278.103
C,M,2021,4,202104,India,Export,Belgium,121190,kg,4140,4140,9810.312
C,M,2021,4,202104,India,Export,Bhutan,121190,kg,478.968,478.968,1108.896
C,M,2021,4,202104,India,Export,Bolivia (Plurinational State of),121190,kg,805,805,13825.633
C,M,2021,4,202104,India,Export,Brazil,121190,kg,32560,32560,111106.59
C,M,2021,4,202104,India,Export,Brunei Darussalam,121190,kg,108.915,108.915,320.106
C,M,2021,4,202104,India,Export,Bulgaria,121190,kg,20782,20782,24541.006
C,M,2021,4,202104,India,Export,Belarus,121190,kg,400,400,7588.195
C,M,2021,4,202104,India,Export,Canada,121190,kg,61790,61790,386989.437
C,M,2021,4,202104,India,Export,Cayman Isds,121190,kg,8,8,113.68
C,M,2021,4,202104,India,Export,Sri Lanka,121190,kg,78020,78020,132087.76
C,M,2021,4,202104,India,Export,Chile,121190,kg,34700,34700,92900.453
C,M,2021,4,202104,India,Export,China,121190,kg,1610609,1610609,2718182.739
C,M,2021,4,202104,India,Export,Colombia,121190,kg,42425,42425,101446.724
C,M,2021,4,202104,India,Export,Cyprus,121190,kg,16,16,83.481
C,M,2021,4,202104,India,Export,Czechia,121190,kg,133,133,1708.113
C,M,2021,4,202104,India,Export,Denmark,121190,kg,10000,10000,62661.271
C,M,2021,4,202104,India,Export,Ecuador,121190,kg,250,250,6053.772
C,M,2021,4,202104,India,Export,France,121190,kg,82962,82962,492529.51
C,M,2021,4,202104,India,Export,Gabon,121190,kg,6,6,63.782
C,M,2021,4,202104,India,Export,Germany,121190,kg,638254,638254,3062556.895
C,M,2021,4,202104,India,Export,Ghana,121190,kg,281,281,9125.99
C,M,2021,4,202104,India,Export,Greece,121190,kg,4815,4815,7847.943
C,M,2021,4,202104,India,Export,Guatemala,121190,kg,400,400,1681.781
C,M,2021,4,202104,India,Export,"China, Hong Kong SAR",121190,kg,831,831,6575.697
C,M,2021,4,202104,India,Export,Hungary,121190,kg,11000,11000,46942.329
C,M,2021,4,202104,India,Export,Indonesia,121190,kg,86725,86725,209548.973
C,M,2021,4,202104,India,Export,Iran,121190,kg,96817,96817,175741.992
C,M,2021,4,202104,India,Export,Iraq,121190,kg,2000,2000,7912.531
C,M,2021,4,202104,India,Export,Ireland,121190,kg,19000,19000,127819.714
C,M,2021,4,202104,India,Export,Israel,121190,kg,23800,23800,55885.069
C,M,2021,4,202104,India,Export,Italy,121190,kg,228474,228474,1083527.199
C,M,2021,4,202104,India,Export,Côte d'Ivoire,121190,kg,10,10,21.565
C,M,2021,4,202104,India,Export,Japan,121190,kg,113850,113850,315526.995
C,M,2021,4,202104,India,Export,Kazakhstan,121190,kg,3240,3240,13534.786
C,M,2021,4,202104,India,Export,Jordan,121190,kg,26825,26825,46175.762
C,M,2021,4,202104,India,Export,Kenya,121190,kg,2250,2250,8349.405
C,M,2021,4,202104,India,Export,Rep. of Korea,121190,kg,100140,100140,567949.211
C,M,2021,4,202104,India,Export,Kuwait,121190,kg,33962,33962,217169.623
C,M,2021,4,202104,India,Export,Lao People's Dem. Rep.,121190,kg,56000,56000,113692.573
C,M,2021,4,202104,India,Export,Lebanon,121190,kg,550,550,1618.563
C,M,2021,4,202104,India,Export,Latvia,121190,kg,43066,43066,50736.722
C,M,2021,4,202104,India,Export,Libya,121190,kg,12500,12500,8823.716
C,M,2021,4,202104,India,Export,Malawi,121190,kg,2,2,50.784
C,M,2021,4,202104,India,Export,Malaysia,121190,kg,48255,48255,86590.573
C,M,2021,4,202104,India,Export,Maldives,121190,kg,2656,2656,13691.166
C,M,2021,4,202104,India,Export,Mexico,121190,kg,582850,582850,913030.247
C,M,2021,4,202104,India,Export,"Other Asia, nes",121190,kg,13400,13400,75483.604
C,M,2021,4,202104,India,Export,Morocco,121190,kg,162505,162505,347016.012
C,M,2021,4,202104,India,Export,Oman,121190,kg,6335,6335,7630.52
C,M,2021,4,202104,India,Export,Nepal,121190,kg,13270.108,13270.108,29690.065
C,M,2021,4,202104,India,Export,Netherlands,121190,kg,33093,33093,208133.654
C,M,2021,4,202104,India,Export,New Zealand,121190,kg,9145,9145,61135.28
C,M,2021,4,202104,India,Export,Nigeria,121190,kg,45,45,367.184
C,M,2021,4,202104,India,Export,Norway,121190,kg,1,1,89.953
C,M,2021,4,202104,India,Export,Pakistan,121190,kg,39000,39000,243997.065
C,M,2021,4,202104,India,Export,Philippines,121190,kg,63967,63967,263815.48
